"Name"	"Name-vcf"	"Accession"	"Category"	"Origin"	"Source_Species"	"GenGroup90"	"GenGroup80"	"GenGroup"	"Long"	"Lat"	"Notes"
"PI_472629_LSP"	"PI_472629_LSP_AGL"	"KP:GERM29124"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	1	1	1	"na"	"na"	
"PI_298923_LSP"	"PI_298923_LSP_AGL"	"KP:GERM28997"	"Germplasm_Accession"	"Italy"	"Lens_culinaris"		1	1	"na"	"na"	
"PI_432245_LSP"	"PI_432245_LSP_AGL"	"KP:GERM29103"	"Germplasm_Accession"	"Lebanon"	"Lens_culinaris"	1	1	1	"na"	"na"	
"ILL_4782"	"ILL_4782_AGL"	"KP:GERM28899"	"Germplasm_Accession"	"Norway"	"Lens_culinaris"		1	1	"na"	"na"	
"PI_426778_LSP"	"PI_426778_LSP_AGL"	"KP:GERM29054"	"Germplasm_Accession"	"Pakistan"	"Lens_culinaris"			1	"na"	"na"	
"PI_179330"	"PI_179330_AGL"	"KP:GERM28954"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"	1	1	1	"na"	"na"	"From Yukari Keferze, Bersiri, Siirt."
"PI_182217_LSP"	"PI_182217_LSP_AGL"	"KP:GERM28957"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		1	1	"na"	"na"	"Elbistan, Maras"
"PI_339266_LSP"	"PI_339266_LSP_AGL"	"KP:GERM29030"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"			1	"na"	"na"	
"PI_383682_LSP"	"PI_383682_LSP_AGL"	"KP:GERM29048"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"	1	1	1	"na"	"na"	
"ILL_7089"	"ILL_7089_AGL"	"KP:GERM28920"	"Germplasm_Accession"	"Russia"	"Lens_culinaris"	1	1	1	51.8667	42.1667	
"PI_339292_LSP"	"PI_339292_LSP_AGL"	"KP:GERM29034"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		1	1	40.916667	32.083333	
"PI_298023_LSP"	"PI_298023_LSP_AGL"	"KP:GERM28988"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		1	1	40.7	36.616667	
"PI_178952"	"PI_178952_AGL"	"KP:GERM28951"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"	1	1	1	40.313645	32.679124	"From Igdir, Kizilcahama, Ankara"
"PI_339289_LSP"	"PI_339289_LSP_AGL"	"KP:GERM29033"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		1	1	39.966667	41.016667	
"PI_320935_LSP"	"PI_320935_LSP_AGL"	"KP:GERM29018"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	1	1	1	38.249444	48.301389	
"PI_339296"	"PI_339296_AGL"	"KP:GERM29035"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"	1	1	1	37.766667	38.6	
"ILL_1220"	"ILL_1220_AGL"	"KP:GERM28878"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"		1	1	29.6	52.5167	
"IG_1706"	"IG_1706_AGL"	"KP:GERM28865"	"Germplasm_Accession"	"Ethiopia"	"Lens_culinaris"			1	7.21667	38.55	
"PI_299289"	"PI_299289_AGL"	"KP:GERM29007"	"Germplasm_Accession"	"Chile"	"Lens_culinaris"			1	-36.6	-72.116667	
"W6_27767_LSP"	"W6_27767_LSP_AGL"	"KP:GERM29141"	"Germplasm_Accession"	"Bangladesh"	"Lens_culinaris"	2	2	2	"na"	"na"	
"PI_432286_LSP"	"PI_432286_LSP_AGL"	"KP:GERM29105"	"Germplasm_Accession"	"Egypt"	"Lens_culinaris"	2	2	2	"na"	"na"	
"PI_193546"	"PI_193546_AGL"	"KP:GERM28958"	"Germplasm_Accession"	"Ethiopia"	"Lens_culinaris"	2	2	2	"na"	"na"	
"PI_297772_LSP"	"PI_297772_LSP_AGL"	"KP:GERM28985"	"Germplasm_Accession"	"Greece"	"Lens_culinaris"	2	2	2	"na"	"na"	
"ILL_4164"	"ILL_4164_AGL"	"KP:GERM28892"	"Germplasm_Accession"	"India"	"Lens_culinaris"	2	2	2	"na"	"na"	
"PI_179324_LSP"	"PI_179324_LSP_AGL"	"KP:GERM28953"	"Germplasm_Accession"	"Syria"	"Lens_culinaris"	2	2	2	"na"	"na"	
"PI_308614_LSP"	"PI_308614_LSP_AGL"	"KP:GERM29015"	"Germplasm_Accession"	"Syria"	"Lens_culinaris"	2	2	2	"na"	"na"	
"PI_612875"	"PI_612875_AGL"	"KP:GERM29133"	"Germplasm_Accession"	"Syria"	"Lens_culinaris"			2	"na"	"na"	
"W6_27766_LSP"	"W6_27766_LSP_AGL"	"KP:GERM29140"	"Germplasm_Accession"	"Syria"	"Lens_culinaris"			2	"na"	"na"	
"PI_177430_LSP"	"PI_177430_LSP_AGL"	"KP:GERM28949"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		2	2	39.741944	39.4925	
"PI_339283_LSP"	"PI_339283_LSP_AGL"	"KP:GERM29031"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		2	2	37.216667	30.3	
"PI_339285"	"PI_339285_AGL"	"KP:GERM29032"	"Germplasm_Accession"	"Turkey"	"Lens_culinaris"		2	2	37.216667	30.3	
"ILL_7747"	"ILL_7747_AGL"	"KP:GERM28925"	"Germplasm_Accession"	"Syria"	"Lens_culinaris"		2	2	36.8167	36.6833	
"PI_300250_LSP"	"PI_300250_LSP_AGL"	"KP:GERM29013"	"Germplasm_Accession"	"Syria"	"Lens_culinaris"	2	2	2	36.39	37.18	
"IG_4781"	"IG_4781_AGL"	"KP:GERM28868"	"Germplasm_Accession"	"Algeria"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_472588_LSP"	"PI_472588_LSP_AGL"	"KP:GERM29121"	"Germplasm_Accession"	"Egypt"	"Lens_culinaris"			3	"na"	"na"	
"IG_1959"	"IG_1959_AGL"	"KP:GERM28866"	"Germplasm_Accession"	"Ethiopia"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431622_LSP"	"PI_431622_LSP_AGL"	"KP:GERM29059"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431662_LSP"	"PI_431662_LSP_AGL"	"KP:GERM29064"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431663_LSP"	"PI_431663_LSP_AGL"	"KP:GERM29065"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431679_LSP"	"PI_431679_LSP_AGL"	"KP:GERM29066"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431705_LSP"	"PI_431705_LSP_AGL"	"KP:GERM29068"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431710"	"PI_431710_LSP_AGL"	"KP:GERM29069"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431714_LSP"	"PI_431714_LSP_AGL"	"KP:GERM29070"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431717_LSP"	"PI_431717_LSP_AGL"	"KP:GERM29071"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431728_LSP"	"PI_431728_LSP_AGL"	"KP:GERM29072"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431731_LSP"	"PI_431731_LSP_AGL"	"KP:GERM29073"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"	3	3	3	"na"	"na"	
"PI_431739_LSP"	"PI_431739_LSP_AGL"	"KP:GERM29074"	"Germplasm_Accession"	"Iran"	"Lens_culinaris"		3	3	"na"	"na"	
